Year,Month,District,Petrol_Liters,Diesel_Liters,Kerosene_Liters,CO2_Petrol_Tons,CO2_Diesel_Tons,CO2_Kerosene_Tons,CO2_Total_Tons
2020,4,Nuwara Eliya,788.4989234450246,1289.2890305532167,158.35598035499532,1.8214325131580071,3.4552946018826214,0.3895557116732885,5.666282826713916
2020,5,Nuwara Eliya,1148.715211459192,1878.285280204589,230.69901308749078,2.653532138470734,5.0338045509483,0.5675195721952273,8.25485626161426
2020,6,Nuwara Eliya,1369.9945730984678,2240.1032170038748,275.1390360257823,3.164687463857461,6.003476621570385,0.6768420286234245,9.84500611405127
2020,7,Nuwara Eliya,1224.6843932201416,2002.5038806264636,245.95607165386275,2.8290209483385276,5.366710400078924,0.6050519362685024,8.800783284685952
2020,8,Nuwara Eliya,1070.7065885771428,1750.7319522546102,215.03236905624968,2.4733322196132006,4.691961632042356,0.5289796278783743,7.694273479533929
2020,9,Nuwara Eliya,1045.2135745634014,1709.0478581533098,209.9125507453866,2.4144433572414576,4.580248259850872,0.516384874833651,7.511076491925978
2020,10,Nuwara Eliya,1032.4670675565305,1688.2058111026597,207.35264158995506,2.384998926055586,4.524391573755128,0.5100874983112894,7.4194779981220025
2020,11,Nuwara Eliya,994.2275465359186,1625.6796699507097,199.67291412366046,2.296665632497972,4.356821515467903,0.4911953687442047,7.144682516710078
2020,12,Nuwara Eliya,968.734532522177,1583.9955758494093,194.55309581279735,2.237776770126229,4.245108143276418,0.47860061569948154,6.961485529102127
2020,1,Batticaloa,66.77066903368794,72.4838654222715,14.247892066947546,0.15424024546781914,0.19425675933168762,0.035049814484690966,0.38354681928419776
