latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,nearest_district,,
6.4723,80.8941,332,1,1,1/08/2008,806,Aqua,MODIS,82,6.03,304.5,15.9,D,0,Hambantota,,
6.471,80.885,327.8,1,1,1/08/2008,806,Aqua,MODIS,67,6.03,303.8,10.7,D,0,Hambantota,,
6.4787,80.8747,339.9,1,1,1/08/2008,806,Aqua,MODIS,88,6.03,303.9,27.9,D,0,Hambantota,,
6.6112,80.9597,326,1,1,1/08/2008,806,Aqua,MODIS,65,6.03,303.4,8.7,D,0,Nuwara Eliya,,
6.8094,81.767,321.8,1,1,1/08/2008,806,Aqua,MODIS,53,6.03,303.3,8.6,D,0,Monaragala,,
6.696,80.9137,320.8,1,1,1/08/2008,806,Aqua,MODIS,46,6.03,300.2,7,D,0,Nuwara Eliya,,
6.9036,81.4576,321.9,1,1,1/08/2008,806,Aqua,MODIS,43,6.03,301.2,7.3,D,0,Monaragala,,
6.9111,81.3194,318,1,1,1/08/2008,806,Aqua,MODIS,58,6.03,295.9,7.2,D,0,Monaragala,,
7.0714,81.5362,317.9,1,1,1/08/2008,806,Aqua,MODIS,56,6.03,290.6,10.9,D,0,Ampara,,
7.2247,81.7672,325,1,1,1/08/2008,806,Aqua,MODIS,78,6.03,298.9,8.6,D,0,Ampara,,
7.6836,81.6334,335.3,1,1,1/08/2008,806,Aqua,MODIS,80,6.03,306.2,16.4,D,0,Batticaloa,,
7.7027,81.1201,325.7,1,1,1/08/2008,806,Aqua,MODIS,54,6.03,298.5,11.2,D,0,Polonnaruwa,,
7.7259,81.2174,324.5,1,1,1/08/2008,806,Aqua,MODIS,56,6.03,299.6,10.4,D,0,Polonnaruwa,,
8.2875,80.4565,314.9,1,1,1/08/2008,806,Aqua,MODIS,19,6.03,285.4,5.5,D,0,Anuradhapura,,
8.3342,80.5823,326.2,1,1,1/08/2008,806,Aqua,MODIS,76,6.03,290.9,15.2,D,0,Anuradhapura,,
8.3329,80.5732,321.6,1,1,1/08/2008,806,Aqua,MODIS,63,6.03,291.6,9.9,D,0,Anuradhapura,,
8.2741,80.1713,327.8,1,1,1/08/2008,806,Aqua,MODIS,78,6.03,296.4,17.9,D,0,Anuradhapura,,
8.4311,80.367,325.2,1,1,1/08/2008,806,Aqua,MODIS,73,6.03,300.7,9.3,D,0,Anuradhapura,,
8.4852,80.4177,323.4,1,1,1/08/2008,806,Aqua,MODIS,66,6.03,299.7,9.2,D,0,Anuradhapura,,
8.9505,80.8961,318.3,1,1,1/08/2008,807,Aqua,MODIS,55,6.03,285.4,6.1,D,0,Mullaitivu,,
6.4794,80.879,300.6,1.1,1,1/08/2008,2024,Aqua,MODIS,31,6.03,286.8,3.5,N,0,Hambantota,,
7.1641,81.7635,325,1.4,1.2,3/08/2008,453,Terra,MODIS,76,6.03,287.1,21.6,D,0,Ampara,,
7.1658,81.7514,319.3,1.4,1.2,3/08/2008,453,Terra,MODIS,40,6.03,288.8,12.1,D,0,Ampara,,
6.2656,80.8392,319.8,1.4,1.2,3/08/2008,754,Aqua,MODIS,57,6.03,293.5,14.3,D,0,Hambantota,,
6.2637,80.8266,317.1,1.4,1.2,3/08/2008,754,Aqua,MODIS,15,6.03,293.7,11.4,D,0,Hambantota,,
6.321,81.1349,310.5,1.4,1.2,3/08/2008,754,Aqua,MODIS,7,6.03,275.8,8.4,D,0,Hambantota,,
6.3191,81.1227,323.5,1.4,1.2,3/08/2008,754,Aqua,MODIS,77,6.03,273.2,26.6,D,0,Hambantota,,
6.3563,81.3007,332.8,1.3,1.1,3/08/2008,754,Aqua,MODIS,85,6.03,289,38.9,D,0,Hambantota,,
6.3276,81.109,334.6,1.4,1.2,3/08/2008,754,Aqua,MODIS,86,6.03,275.6,46.7,D,0,Hambantota,,
6.3572,81.1663,371.7,1.3,1.2,3/08/2008,754,Aqua,MODIS,94,6.03,280,181.3,D,0,Hambantota,,
6.3428,81.0692,337.4,1.4,1.2,3/08/2008,754,Aqua,MODIS,77,6.03,277.3,54.4,D,0,Hambantota,,
6.3553,81.1735,335.1,1.3,1.1,3/08/2008,754,Aqua,MODIS,74,6.03,278.5,46.8,D,0,Hambantota,,
6.3534,81.1615,339,1.3,1.2,3/08/2008,754,Aqua,MODIS,84,6.03,279.9,56.4,D,0,Hambantota,,
6.3384,81.0645,330.8,1.4,1.2,3/08/2008,754,Aqua,MODIS,81,6.03,274.1,39,D,0,Hambantota,,
6.3655,81.172,317.8,1.3,1.1,3/08/2008,754,Aqua,MODIS,48,6.03,274.7,17.9,D,0,Hambantota,,
6.3637,81.1599,328.9,1.3,1.2,3/08/2008,754,Aqua,MODIS,77,6.03,276.3,36.2,D,0,Hambantota,,
6.3487,81.0629,341.6,1.4,1.2,3/08/2008,754,Aqua,MODIS,79,6.03,279.9,65.1,D,0,Hambantota,,
6.3468,81.0507,323,1.4,1.2,3/08/2008,754,Aqua,MODIS,49,6.03,275.1,24.7,D,0,Hambantota,,
6.3912,80.9937,319.7,1.4,1.2,3/08/2008,754,Aqua,MODIS,33,6.03,280.8,14.8,D,0,Hambantota,,
6.4053,81.0167,326.3,1.4,1.2,3/08/2008,754,Aqua,MODIS,0,6.03,281,25.6,D,0,Hambantota,,
6.541,80.7668,317.2,1.4,1.2,3/08/2008,754,Aqua,MODIS,55,6.03,288.7,15.4,D,0,Ratnapura,,
6.9063,81.6245,314,1.2,1.1,3/08/2008,754,Aqua,MODIS,37,6.03,283.3,7.9,D,0,Monaragala,,
7.0311,81.5086,322.4,1.3,1.1,3/08/2008,754,Aqua,MODIS,77,6.03,293.8,16.4,D,0,Monaragala,,
7.173,81.7729,328.8,1.2,1.1,3/08/2008,754,Aqua,MODIS,69,6.03,298.9,17,D,0,Ampara,,
7.186,81.793,324.5,1.2,1.1,3/08/2008,754,Aqua,MODIS,46,6.03,300,9.8,D,0,Ampara,,
7.1844,81.7822,328.9,1.2,1.1,3/08/2008,754,Aqua,MODIS,81,6.03,301,16,D,0,Ampara,,
7.1554,81.5857,319.5,1.2,1.1,3/08/2008,754,Aqua,MODIS,45,6.03,295.3,12.7,D,0,Ampara,,
7.0684,80.9997,336.1,1.4,1.2,3/08/2008,754,Aqua,MODIS,88,6.03,296.5,46.5,D,0,Badulla,,
7.1869,81.7872,326.2,1.2,1.1,3/08/2008,754,Aqua,MODIS,57,6.03,300.5,11.5,D,0,Ampara,,
7.1551,81.58,321.6,1.2,1.1,3/08/2008,754,Aqua,MODIS,38,6.03,298,14.5,D,0,Ampara,,
7.0664,81.0065,327,1.3,1.2,3/08/2008,754,Aqua,MODIS,80,6.03,296.2,28.3,D,0,Badulla,,
7.2275,81.792,327.2,1.2,1.1,3/08/2008,754,Aqua,MODIS,72,6.03,299.3,14.9,D,0,Ampara,,
7.7646,80.8025,323.1,1.4,1.2,3/08/2008,754,Aqua,MODIS,75,6.03,295.1,20.1,D,0,Polonnaruwa,,
7.7727,80.8082,315.7,1.4,1.2,3/08/2008,754,Aqua,MODIS,42,6.03,294.9,8.8,D,0,Polonnaruwa,,
7.7708,80.7964,316.5,1.4,1.2,3/08/2008,754,Aqua,MODIS,49,6.03,295,10,D,0,Polonnaruwa,,
8.2432,80.527,321.4,1.4,1.2,3/08/2008,754,Aqua,MODIS,63,6.03,298.3,17.5,D,0,Anuradhapura,,
8.3157,80.2623,316.2,1.4,1.2,3/08/2008,754,Aqua,MODIS,49,6.03,294.4,8.8,D,0,Anuradhapura,,
8.3381,80.338,323.9,1.4,1.2,3/08/2008,754,Aqua,MODIS,69,6.03,297.1,20.1,D,0,Anuradhapura,,
8.3362,80.3252,329.9,1.4,1.2,3/08/2008,754,Aqua,MODIS,82,6.03,298.8,31.4,D,0,Anuradhapura,,
8.3622,80.3145,317.3,1.4,1.2,3/08/2008,754,Aqua,MODIS,17,6.03,293.8,7.9,D,0,Anuradhapura,,
8.3582,80.2887,317.3,1.4,1.2,3/08/2008,754,Aqua,MODIS,27,6.03,294.1,9.2,D,0,Anuradhapura,,
8.4215,80.626,321,1.4,1.2,3/08/2008,754,Aqua,MODIS,59,6.03,293.8,14.3,D,0,Anuradhapura,,
8.5389,80.8594,317,1.3,1.1,3/08/2008,754,Aqua,MODIS,59,6.03,284.8,10.4,D,0,Trincomalee,,
8.5371,80.8476,320.4,1.3,1.1,3/08/2008,754,Aqua,MODIS,74,6.03,282.3,15.2,D,0,Trincomalee,,
8.814,80.0523,322.6,1.5,1.2,3/08/2008,754,Aqua,MODIS,75,6.03,291.9,18.7,D,0,Mannar,,
8.812,80.0391,325.2,1.5,1.2,3/08/2008,754,Aqua,MODIS,78,6.03,290.3,23.3,D,0,Mannar,,
9.37,80.0742,317.8,1.4,1.2,3/08/2008,754,Aqua,MODIS,48,6.03,298.1,13.7,D,0,Jaffna,,
6.341,81.057,352.5,1.4,1.2,3/08/2008,754,Aqua,MODIS,73,6.03,278.2,99.6,D,0,Hambantota,,
6.2296,81.1428,362.4,1.4,1.2,3/08/2008,754,Aqua,MODIS,94,6.03,289.8,132.6,D,0,Hambantota,,
6.2278,81.1306,347.1,1.4,1.2,3/08/2008,754,Aqua,MODIS,88,6.03,290.7,73.5,D,0,Hambantota,,
6.2446,80.8427,322.7,1.4,1.2,3/08/2008,754,Aqua,MODIS,32,6.03,295.1,21.3,D,0,Hambantota,,
7.2962,80.9242,306.7,1,1,3/08/2008,2011,Aqua,MODIS,69,6.03,286.8,8.2,N,0,Kandy,,
6.6051,80.8038,304.7,1,1,3/08/2008,2011,Aqua,MODIS,61,6.03,292.7,5.2,N,0,Nuwara Eliya,,
8.3662,81.1063,317.4,2.2,1.4,4/08/2008,535,Terra,MODIS,15,6.03,296.6,17.2,D,0,Trincomalee,,
6.2724,81.3784,319.1,2.5,1.5,4/08/2008,536,Terra,MODIS,61,6.03,297.4,24.8,D,0,Hambantota,,
6.2787,81.3738,321.5,2.5,1.5,4/08/2008,536,Terra,MODIS,56,6.03,297,33.9,D,0,Hambantota,,
6.2761,81.3561,320.1,2.5,1.5,4/08/2008,536,Terra,MODIS,60,6.03,297.8,30.5,D,0,Hambantota,,
6.556,80.8525,318.4,2.2,1.5,4/08/2008,536,Terra,MODIS,69,6.03,297.5,28.5,D,0,Nuwara Eliya,,
6.5578,80.8473,314.9,2.2,1.5,4/08/2008,536,Terra,MODIS,33,6.03,297.5,16.5,D,0,Nuwara Eliya,,
8.3347,80.3278,312.8,2.4,1.5,4/08/2008,837,Aqua,MODIS,47,6.03,287.3,14.2,D,0,Anuradhapura,,
6.2648,80.8837,321.8,2.4,1.5,5/08/2008,741,Aqua,MODIS,74,6.03,296.3,42.2,D,0,Hambantota,,
6.2694,80.8898,323.9,2.4,1.5,5/08/2008,741,Aqua,MODIS,77,6.03,296.7,49.9,D,0,Hambantota,,
6.3451,81.2948,317.5,2.2,1.4,5/08/2008,741,Aqua,MODIS,68,6.03,293.3,24.5,D,0,Hambantota,,
6.3649,81.0837,323.3,2.3,1.5,5/08/2008,741,Aqua,MODIS,47,6.03,295.9,39.4,D,0,Hambantota,,
6.3845,81.123,321.7,2.3,1.5,5/08/2008,741,Aqua,MODIS,47,6.03,293.4,31.6,D,0,Hambantota,,
6.3813,81.1023,336.4,2.3,1.5,5/08/2008,741,Aqua,MODIS,88,6.03,296.3,92.5,D,0,Hambantota,,
6.3811,81.1185,327.5,2.3,1.5,5/08/2008,741,Aqua,MODIS,68,6.03,294.9,51.7,D,0,Hambantota,,
6.4202,81.0274,333,2.3,1.5,5/08/2008,741,Aqua,MODIS,77,6.03,298.7,70,D,0,Hambantota,,
6.44,81.0669,326.9,2.3,1.5,5/08/2008,741,Aqua,MODIS,44,6.03,296.7,46.5,D,0,Hambantota,,
6.4565,81.0151,322,2.3,1.5,5/08/2008,741,Aqua,MODIS,52,6.03,298.2,32,D,0,Hambantota,,
6.5843,80.99,319.5,2.3,1.5,5/08/2008,741,Aqua,MODIS,72,6.03,297.2,25.3,D,0,Badulla,,
8.2138,79.8481,320.3,2.7,1.6,5/08/2008,742,Aqua,MODIS,55,6.03,292.8,47.2,D,0,Puttalam,,
8.2178,79.8426,322.2,2.7,1.6,5/08/2008,742,Aqua,MODIS,57,6.03,292.6,52.7,D,0,Puttalam,,
9.2201,80.4159,313.1,2.3,1.5,5/08/2008,742,Aqua,MODIS,36,6.03,293.8,17.8,D,0,Kilinochchi,,
8.1103,80.2587,310.9,2.5,1.5,5/08/2008,742,Aqua,MODIS,16,6.03,293.1,20.4,D,0,Anuradhapura,,
8.1034,80.2552,312.2,2.5,1.5,5/08/2008,742,Aqua,MODIS,46,6.03,293.1,26.5,D,0,Anuradhapura,,
8.3097,80.6979,315.7,2.3,1.5,5/08/2008,742,Aqua,MODIS,52,6.03,295.8,23.6,D,0,Anuradhapura,,
7.009,81.5875,305.7,1.1,1,5/08/2008,1706,Terra,MODIS,65,6.03,295.3,4.8,N,0,Monaragala,,
6.7082,81.5265,326.9,1.5,1.2,6/08/2008,523,Terra,MODIS,81,6.03,306.5,20.9,D,0,Monaragala,,
6.7103,81.5134,322.8,1.5,1.2,6/08/2008,523,Terra,MODIS,65,6.03,306.5,14.3,D,0,Monaragala,,
7.3519,81.7699,321.6,1.5,1.2,6/08/2008,523,Terra,MODIS,69,6.03,305,12.9,D,0,Ampara,,
7.2065,81.8035,326.6,1.5,1.2,6/08/2008,523,Terra,MODIS,41,6.03,302.2,15.4,D,0,Ampara,,
6.6931,80.8931,311.3,1.3,1.1,6/08/2008,524,Terra,MODIS,14,6.03,294.4,6.3,D,0,Nuwara Eliya,,
6.4117,80.9927,320.4,1.4,1.2,6/08/2008,524,Terra,MODIS,62,6.03,301.7,11.8,D,0,Hambantota,,
6.408,80.8813,318.6,1.3,1.1,6/08/2008,524,Terra,MODIS,60,6.03,299,9.6,D,0,Hambantota,,
6.8592,81.7838,332.2,1.7,1.3,6/08/2008,824,Aqua,MODIS,75,6.03,302.2,37.1,D,0,Monaragala,,
6.8348,81.2647,319.8,1.6,1.2,6/08/2008,824,Aqua,MODIS,67,6.03,298.7,14.8,D,0,Monaragala,,
7.159,81.8033,321.5,1.7,1.3,6/08/2008,824,Aqua,MODIS,48,6.03,301.7,16.9,D,0,Ampara,,
6.6905,81.3848,322.7,1.6,1.2,6/08/2008,824,Aqua,MODIS,72,6.03,301.3,22,D,0,Monaragala,,
6.2491,80.854,316.7,1.4,1.2,6/08/2008,824,Aqua,MODIS,34,6.03,297,8.7,D,0,Hambantota,,
6.2936,80.8292,325.2,1.4,1.2,6/08/2008,824,Aqua,MODIS,76,6.03,299.5,21.1,D,0,Hambantota,,
6.3905,81.1022,321.9,1.5,1.2,6/08/2008,824,Aqua,MODIS,54,6.03,304,10,D,0,Hambantota,,
6.403,80.8731,322.7,1.4,1.2,6/08/2008,824,Aqua,MODIS,72,6.03,299.4,15.4,D,0,Hambantota,,
6.553,81.1422,322.6,1.5,1.2,6/08/2008,824,Aqua,MODIS,56,6.03,305.2,10,D,0,Monaragala,,
6.5511,81.1287,331.9,1.5,1.2,6/08/2008,824,Aqua,MODIS,83,6.03,306.8,30.1,D,0,Monaragala,,
6.601,80.979,323.8,1.5,1.2,6/08/2008,824,Aqua,MODIS,57,6.03,305.7,14.3,D,0,Nuwara Eliya,,
6.6885,81.3705,321.8,1.6,1.2,6/08/2008,824,Aqua,MODIS,70,6.03,300.7,20.3,D,0,Monaragala,,
6.6901,81.3788,329.6,1.6,1.2,6/08/2008,824,Aqua,MODIS,81,6.03,301.4,36.6,D,0,Monaragala,,
6.8036,81.7979,326.1,1.7,1.3,6/08/2008,824,Aqua,MODIS,56,6.03,302.4,25.8,D,0,Monaragala,,
6.8151,81.7965,324,1.7,1.3,6/08/2008,824,Aqua,MODIS,63,6.03,301.5,22.1,D,0,Monaragala,,
6.7927,81.4664,327.5,1.6,1.2,6/08/2008,824,Aqua,MODIS,78,6.03,299.4,28.3,D,0,Monaragala,,
6.7933,81.4597,325,1.6,1.2,6/08/2008,824,Aqua,MODIS,73,6.03,298.3,23.4,D,0,Monaragala,,
7.7585,81.4005,319.2,1.6,1.3,6/08/2008,825,Aqua,MODIS,46,6.03,301.3,11.8,D,0,Batticaloa,,
7.7718,81.4141,327.6,1.6,1.3,6/08/2008,825,Aqua,MODIS,79,6.03,302.7,29.3,D,0,Batticaloa,,
7.7698,81.3992,331.5,1.6,1.3,6/08/2008,825,Aqua,MODIS,83,6.03,301.5,40.5,D,0,Batticaloa,,
8.2508,80.5418,333.6,1.5,1.2,6/08/2008,825,Aqua,MODIS,84,6.03,294.6,42.8,D,0,Anuradhapura,,
9.0933,80.7559,317.7,1.5,1.2,6/08/2008,825,Aqua,MODIS,0,6.03,298.9,13.5,D,0,Mullaitivu,,
8.2542,81.2814,316,3.6,1.8,7/08/2008,730,Aqua,MODIS,65,6.03,295.6,44.8,D,0,Trincomalee,,
8.2625,81.2755,315.7,3.6,1.8,7/08/2008,730,Aqua,MODIS,61,6.03,295.7,41.2,D,0,Trincomalee,,
7.343,81.7612,308.1,1,1,8/08/2008,511,Terra,MODIS,60,6.03,281.2,6.5,D,0,Ampara,,
7.2315,81.7667,320.2,1,1,8/08/2008,511,Terra,MODIS,67,6.03,293.6,6.9,D,0,Ampara,,
7.2293,81.7192,318.9,1,1,8/08/2008,511,Terra,MODIS,52,6.03,290.6,8.4,D,0,Ampara,,
7.191,81.7891,334.2,1,1,8/08/2008,511,Terra,MODIS,88,6.03,298.3,22.4,D,0,Ampara,,
6.6346,81.1973,313,1,1,8/08/2008,511,Terra,MODIS,57,6.03,281.5,6.8,D,0,Monaragala,,
7.804,81.3888,328.5,1.2,1.1,10/08/2008,459,Terra,MODIS,59,6.03,303.8,16.1,D,0,Batticaloa,,
7.7929,81.398,332.4,1.2,1.1,10/08/2008,459,Terra,MODIS,54,6.03,305.1,20.3,D,0,Batticaloa,,
7.159,81.8065,336.2,1.1,1,10/08/2008,459,Terra,MODIS,66,6.03,304.6,23.4,D,0,Ampara,,
7.7915,81.4085,339.5,1.2,1.1,10/08/2008,459,Terra,MODIS,89,6.03,305.8,33.1,D,0,Batticaloa,,
7.7889,81.4021,338.4,1.2,1.1,10/08/2008,459,Terra,MODIS,88,6.03,304.9,31.9,D,0,Batticaloa,,
7.7874,81.4126,327.3,1.2,1.1,10/08/2008,459,Terra,MODIS,46,6.03,305.2,11.4,D,0,Batticaloa,,
7.7808,81.3902,326.6,1.2,1.1,10/08/2008,459,Terra,MODIS,42,6.03,304.7,13.9,D,0,Batticaloa,,
7.7659,81.3561,318.9,1.2,1.1,10/08/2008,459,Terra,MODIS,47,6.03,301,7.2,D,0,Batticaloa,,
7.7451,81.3641,327.5,1.2,1.1,10/08/2008,459,Terra,MODIS,78,6.03,301.3,19.4,D,0,Batticaloa,,
7.5243,81.4171,325.8,1.2,1.1,10/08/2008,459,Terra,MODIS,48,6.03,303.9,14.2,D,0,Batticaloa,,
7.256,81.2701,319.7,1.2,1.1,10/08/2008,459,Terra,MODIS,66,6.03,300.6,9.3,D,0,Badulla,,
8.5474,80.3814,338.3,1.1,1.1,10/08/2008,800,Aqua,MODIS,88,6.03,298.5,39.2,D,0,Vavuniya,,
6.145,80.9529,311.7,1.1,1.1,10/08/2008,800,Aqua,MODIS,50,6.03,287,9.1,D,0,Hambantota,,
6.2278,80.8193,313.1,1.2,1.1,10/08/2008,800,Aqua,MODIS,39,6.03,286.1,7.2,D,0,Hambantota,,
6.2966,81.1236,325.5,1.1,1.1,10/08/2008,800,Aqua,MODIS,70,6.03,298.1,14.8,D,0,Hambantota,,
6.2861,81.0538,343.4,1.1,1.1,10/08/2008,800,Aqua,MODIS,91,6.03,299.8,43.9,D,0,Hambantota,,
6.2956,81.0524,336.7,1.1,1.1,10/08/2008,800,Aqua,MODIS,87,6.03,300.1,29.8,D,0,Hambantota,,
6.2714,80.8907,326,1.1,1.1,10/08/2008,800,Aqua,MODIS,75,6.03,292.3,18.4,D,0,Hambantota,,
6.2699,80.8806,324.1,1.1,1.1,10/08/2008,800,Aqua,MODIS,45,6.03,293.8,15.1,D,0,Hambantota,,
6.2684,80.8703,326.9,1.1,1.1,10/08/2008,800,Aqua,MODIS,47,6.03,293.8,17.9,D,0,Hambantota,,
6.2794,80.8791,332.9,1.1,1.1,10/08/2008,800,Aqua,MODIS,84,6.03,292.6,28.3,D,0,Hambantota,,
6.3568,81.3358,324.5,1.1,1,10/08/2008,800,Aqua,MODIS,72,6.03,300.5,11.2,D,0,Hambantota,,
6.3553,81.3261,323.1,1.1,1,10/08/2008,800,Aqua,MODIS,64,6.03,300.3,9.8,D,0,Hambantota,,
6.3144,81.0496,335.2,1.1,1.1,10/08/2008,800,Aqua,MODIS,86,6.03,301.3,25.2,D,0,Hambantota,,
6.313,81.0396,340.5,1.1,1.1,10/08/2008,800,Aqua,MODIS,90,6.03,301.9,34.3,D,0,Hambantota,,
6.3704,81.3635,354.5,1.1,1,10/08/2008,800,Aqua,MODIS,97,6.03,302.4,67.6,D,0,Hambantota,,
6.3689,81.3538,352.8,1.1,1,10/08/2008,800,Aqua,MODIS,96,6.03,303.3,62.3,D,0,Hambantota,,
6.3239,81.0482,324.2,1.1,1.1,10/08/2008,800,Aqua,MODIS,48,6.03,300.1,11.3,D,0,Hambantota,,
6.3682,81.2843,322.8,1.1,1,10/08/2008,800,Aqua,MODIS,74,6.03,301.2,10.7,D,0,Hambantota,,
6.3303,81.0267,352.5,1.1,1.1,10/08/2008,800,Aqua,MODIS,96,6.03,300.7,62.3,D,0,Hambantota,,
6.3798,81.1249,385.7,1.1,1.1,10/08/2008,800,Aqua,MODIS,100,6.03,301.7,192.7,D,0,Hambantota,,
6.3694,81.0552,323.5,1.1,1.1,10/08/2008,800,Aqua,MODIS,39,6.03,301.4,9.5,D,0,Hambantota,,
6.4386,81.3268,326.5,1.1,1,10/08/2008,800,Aqua,MODIS,77,6.03,303.2,14.6,D,0,Hambantota,,
6.4318,81.0867,340.5,1.1,1.1,10/08/2008,800,Aqua,MODIS,84,6.03,300.5,36.1,D,0,Hambantota,,
6.4303,81.0767,328.6,1.1,1.1,10/08/2008,800,Aqua,MODIS,36,6.03,299.4,14.3,D,0,Hambantota,,
6.4383,81.0653,333.7,1.1,1.1,10/08/2008,800,Aqua,MODIS,84,6.03,301.8,21.5,D,0,Hambantota,,
6.4491,81.0739,343.9,1.1,1.1,10/08/2008,800,Aqua,MODIS,91,6.03,302,41.7,D,0,Hambantota,,
6.4477,81.0639,345.2,1.1,1.1,10/08/2008,800,Aqua,MODIS,92,6.03,302.1,44.2,D,0,Hambantota,,
6.4571,81.0625,384.9,1.1,1.1,10/08/2008,800,Aqua,MODIS,100,6.03,304.2,188.7,D,0,Hambantota,,
6.4556,81.0525,339,1.1,1.1,10/08/2008,800,Aqua,MODIS,88,6.03,302.3,32.3,D,0,Hambantota,,
6.4701,81.116,328.9,1.1,1.1,10/08/2008,800,Aqua,MODIS,80,6.03,304.5,15.7,D,0,Hambantota,,
6.5038,81.0194,325.3,1.1,1.1,10/08/2008,800,Aqua,MODIS,76,6.03,304.1,12,D,0,Hambantota,,
6.7456,81.5383,326.7,1.1,1,10/08/2008,800,Aqua,MODIS,63,6.03,305.8,8.6,D,0,Monaragala,,
6.7442,81.5288,336.7,1.1,1,10/08/2008,800,Aqua,MODIS,87,6.03,305.3,23.3,D,0,Monaragala,,
6.7216,81.3757,328.4,1.1,1,10/08/2008,800,Aqua,MODIS,71,6.03,304.8,13.3,D,0,Monaragala,,
6.7202,81.3661,325.1,1.1,1,10/08/2008,800,Aqua,MODIS,61,6.03,305.7,9.7,D,0,Monaragala,,
6.7107,81.1084,324.9,1.1,1,10/08/2008,800,Aqua,MODIS,75,6.03,304.1,11.9,D,0,Badulla,,
6.8292,81.2842,322.2,1.1,1,10/08/2008,800,Aqua,MODIS,51,6.03,302.9,9.3,D,0,Monaragala,,
6.9094,81.3354,317.2,1.1,1,10/08/2008,800,Aqua,MODIS,63,6.03,299.3,7.3,D,0,Monaragala,,
6.908,81.326,324.6,1.1,1,10/08/2008,800,Aqua,MODIS,76,6.03,298.4,15.3,D,0,Monaragala,,
6.9604,81.4258,320.2,1.1,1,10/08/2008,800,Aqua,MODIS,66,6.03,299.4,9,D,0,Monaragala,,
7.0473,81.3867,319.8,1.1,1,10/08/2008,800,Aqua,MODIS,70,6.03,301.9,7.8,D,0,Monaragala,,
7.0714,81.3774,319,1.1,1,10/08/2008,800,Aqua,MODIS,67,6.03,301.7,7.7,D,0,Monaragala,,
7.1611,81.1015,319.2,1.1,1,10/08/2008,800,Aqua,MODIS,66,6.03,300.9,9.2,D,0,Badulla,,
7.1861,81.2063,323.6,1.1,1,10/08/2008,800,Aqua,MODIS,74,6.03,303,11.3,D,0,Badulla,,
7.1846,81.1966,327.8,1.1,1,10/08/2008,800,Aqua,MODIS,79,6.03,303.2,17,D,0,Badulla,,
7.3353,81.4715,328.9,1.1,1,10/08/2008,800,Aqua,MODIS,80,6.03,302.1,18.9,D,0,Ampara,,
7.4065,81.7701,329.7,1,1,10/08/2008,800,Aqua,MODIS,65,6.03,304.6,15.6,D,0,Ampara,,
7.4219,81.7488,322.3,1,1,10/08/2008,800,Aqua,MODIS,66,6.03,302.7,6,D,0,Ampara,,
7.7594,81.3477,324.2,1.1,1,10/08/2008,800,Aqua,MODIS,75,6.03,304.2,11.2,D,0,Batticaloa,,
7.7923,81.2689,333.8,1.1,1,10/08/2008,800,Aqua,MODIS,77,6.03,305,21.9,D,0,Polonnaruwa,,
7.8142,81.3531,327.3,1.1,1,10/08/2008,800,Aqua,MODIS,72,6.03,303.2,13.4,D,0,Batticaloa,,
7.8128,81.3436,329,1.1,1,10/08/2008,800,Aqua,MODIS,80,6.03,303.4,16.3,D,0,Polonnaruwa,,
8.2052,81.0082,322.6,1.1,1,10/08/2008,800,Aqua,MODIS,72,6.03,302.6,13.7,D,0,Polonnaruwa,,
8.1852,80.8113,322.6,1.1,1,10/08/2008,800,Aqua,MODIS,73,6.03,298.2,13.5,D,0,Polonnaruwa,,
8.3361,80.3314,330.4,1.2,1.1,10/08/2008,800,Aqua,MODIS,82,6.03,297.6,27.4,D,0,Anuradhapura,,
8.3346,80.321,320.5,1.2,1.1,10/08/2008,800,Aqua,MODIS,70,6.03,299,13.4,D,0,Anuradhapura,,
8.3238,80.1836,320,1.2,1.1,10/08/2008,800,Aqua,MODIS,70,6.03,294.9,14.9,D,0,Anuradhapura,,
8.3222,80.173,315.6,1.2,1.1,10/08/2008,800,Aqua,MODIS,55,6.03,294,9.9,D,0,Anuradhapura,,
7.8047,81.3905,306.6,1,1,10/08/2008,2017,Aqua,MODIS,68,6.03,293.1,5.8,N,0,Batticaloa,,
6.4564,80.9083,315.4,3.2,1.7,11/08/2008,1629,Terra,MODIS,88,6.03,291.6,67,N,0,Hambantota,,
6.4584,80.9134,312.4,3.2,1.7,11/08/2008,1629,Terra,MODIS,79,6.03,291.6,53.5,N,0,Hambantota,,
7.1745,81.7971,328.1,1.7,1.3,12/08/2008,447,Terra,MODIS,78,6.03,285.6,30.6,D,0,Ampara,,
7.1661,81.7901,324.1,1.7,1.3,12/08/2008,447,Terra,MODIS,50,6.03,286.3,18.2,D,0,Ampara,,
6.4551,80.8962,335.7,2,1.4,12/08/2008,447,Terra,MODIS,78,6.03,292.8,70.2,D,0,Hambantota,,
6.3586,81.1514,330.3,1.7,1.3,12/08/2008,748,Aqua,MODIS,74,6.03,288.5,48.3,D,0,Hambantota,,
6.367,81.0541,361.8,1.8,1.3,12/08/2008,748,Aqua,MODIS,94,6.03,290.5,187.7,D,0,Hambantota,,
6.3853,81.019,365.9,1.8,1.3,12/08/2008,748,Aqua,MODIS,94,6.03,291.2,213.3,D,0,Hambantota,,
