pollutant,urban_area,year,month,station,value_ug_m3
NO2,Kaluthara,2013,JUN,Palathota Junction,29
NO2,Kaluthara,2013,JUN,Nagoda Junction,30
NO2,Kaluthara,2013,JUN,Katukurunda Junction,34
NO2,Kaluthara,2013,JUN,Kaluthara Urban Council,39
NO2,Kaluthara,2013,JUN,Kaluthara District Average,31
NO2,Kaluthara,2013,AUG,Aluthgama,36
NO2,Kaluthara,2013,AUG,Kaluthara Bodiya Car Park,49
NO2,Kaluthara,2013,AUG,Palathota Junction,46
NO2,Kaluthara,2013,AUG,Nagoda Junction,53
NO2,Kaluthara,2013,AUG,Katukurunda Junction,54
NO2,Kaluthara,2013,AUG,Kaluthara Urban Council,60
NO2,Kaluthara,2013,AUG,Kaluthara District Average,51
NO2,Kaluthara,2013,SEP,Aluthgama,14
NO2,Kaluthara,2013,SEP,Kaluthara Bodiya Car Park,33
NO2,Kaluthara,2013,SEP,Palathota Junction,14
NO2,Kaluthara,2013,SEP,Nagoda Junction,37
NO2,Kaluthara,2013,SEP,Katukurunda Junction,46
NO2,Kaluthara,2013,SEP,Kaluthara Urban Council,46
NO2,Kaluthara,2013,SEP,Kaluthara District Average,28
NO2,Kaluthara,2013,OCT,Aluthgama,13
NO2,Kaluthara,2013,OCT,Kaluthara Bodiya Car Park,32
NO2,Kaluthara,2013,OCT,Palathota Junction,14
NO2,Kaluthara,2013,OCT,Nagoda Junction,26
NO2,Kaluthara,2013,OCT,Katukurunda Junction,19
NO2,Kaluthara,2013,OCT,Kaluthara Urban Council,25
NO2,Kaluthara,2013,OCT,Kaluthara District Average,28
NO2,Kaluthara,2013,NOV,Aluthgama,18
NO2,Kaluthara,2013,NOV,Kaluthara Bodiya Car Park,28
NO2,Kaluthara,2013,NOV,Palathota Junction,11
NO2,Kaluthara,2013,NOV,Nagoda Junction,29
NO2,Kaluthara,2013,NOV,Katukurunda Junction,21
NO2,Kaluthara,2013,NOV,Kaluthara Urban Council,26
NO2,Kaluthara,2013,NOV,Kaluthara District Average,32
NO2,Kaluthara,2013,DEC,Aluthgama,15
NO2,Kaluthara,2013,DEC,Kaluthara Bodiya Car Park,24
NO2,Kaluthara,2013,DEC,Palathota Junction,10
NO2,Kaluthara,2013,DEC,Nagoda Junction,32
NO2,Kaluthara,2013,DEC,Katukurunda Junction,20
NO2,Kaluthara,2013,DEC,Kaluthara Urban Council,37
NO2,Kaluthara,2013,DEC,Kaluthara District Average,24
NO2,Kaluthara,2014,AVG,Aluthgama,22
NO2,Kaluthara,2014,AVG,Kaluthara Bodiya Car Park,36
NO2,Kaluthara,2014,AVG,Palathota Junction,27
NO2,Kaluthara,2014,AVG,Nagoda Junction,45
NO2,Kaluthara,2014,AVG,Katukurunda Junction,38
NO2,Kaluthara,2014,AVG,Kaluthara Urban Council,39
NO2,Kaluthara,2014,AVG,Kaluthara District Average,39
NO2,Kaluthara,2014,JAN,Aluthgama,24
NO2,Kaluthara,2014,JAN,Kaluthara Bodiya Car Park,34
NO2,Kaluthara,2014,JAN,Palathota Junction,17
NO2,Kaluthara,2014,JAN,Nagoda Junction,53
NO2,Kaluthara,2014,JAN,Katukurunda Junction,38
NO2,Kaluthara,2014,JAN,Kaluthara Urban Council,53
NO2,Kaluthara,2014,JAN,Kaluthara District Average,42
NO2,Kaluthara,2014,FEB,Aluthgama,22
NO2,Kaluthara,2014,FEB,Kaluthara Bodiya Car Park,31
NO2,Kaluthara,2014,FEB,Palathota Junction,16
NO2,Kaluthara,2014,FEB,Nagoda Junction,49
NO2,Kaluthara,2014,FEB,Katukurunda Junction,36
NO2,Kaluthara,2014,FEB,Kaluthara Urban Council,49
NO2,Kaluthara,2014,FEB,Kaluthara District Average,39
NO2,Kaluthara,2014,MAY,Aluthgama,12
NO2,Kaluthara,2014,MAY,Kaluthara Bodiya Car Park,10
NO2,Kaluthara,2014,MAY,Palathota Junction,25
NO2,Kaluthara,2014,MAY,Nagoda Junction,15
NO2,Kaluthara,2014,MAY,Katukurunda Junction,20
NO2,Kaluthara,2014,MAY,Kaluthara Urban Council,33
NO2,Kaluthara,2014,MAY,Kaluthara District Average,43
NO2,Kaluthara,2014,JUN,Aluthgama,11
NO2,Kaluthara,2014,JUN,Kaluthara Bodiya Car Park,9
NO2,Kaluthara,2014,JUN,Palathota Junction,22
NO2,Kaluthara,2014,JUN,Nagoda Junction,13
NO2,Kaluthara,2014,JUN,Katukurunda Junction,18
NO2,Kaluthara,2014,JUN,Kaluthara Urban Council,29
NO2,Kaluthara,2014,JUN,Kaluthara District Average,38
NO2,Kaluthara,2014,JUL,Aluthgama,8
NO2,Kaluthara,2014,JUL,Kaluthara Bodiya Car Park,21
NO2,Kaluthara,2014,JUL,Palathota Junction,12
NO2,Kaluthara,2014,JUL,Nagoda Junction,25
NO2,Kaluthara,2014,JUL,Katukurunda Junction,18
NO2,Kaluthara,2014,JUL,Kaluthara Urban Council,30
NO2,Kaluthara,2014,JUL,Kaluthara District Average,27
NO2,Kaluthara,2014,AUG,Aluthgama,12
NO2,Kaluthara,2014,AUG,Kaluthara Bodiya Car Park,23
NO2,Kaluthara,2014,AUG,Palathota Junction,20
NO2,Kaluthara,2014,AUG,Nagoda Junction,15
NO2,Kaluthara,2014,AUG,Katukurunda Junction,18
NO2,Kaluthara,2014,AUG,Kaluthara Urban Council,32
NO2,Kaluthara,2014,AUG,Kaluthara District Average,26
NO2,Kaluthara,2014,SEP,Aluthgama,24
NO2,Kaluthara,2014,SEP,Kaluthara Bodiya Car Park,46
NO2,Kaluthara,2014,SEP,Palathota Junction,39
NO2,Kaluthara,2014,SEP,Nagoda Junction,31
NO2,Kaluthara,2014,SEP,Katukurunda Junction,35
NO2,Kaluthara,2014,SEP,Kaluthara Urban Council,63
NO2,Kaluthara,2014,SEP,Kaluthara District Average,51
NO2,Kaluthara,2014,OCT,Aluthgama,13
NO2,Kaluthara,2014,OCT,Kaluthara Bodiya Car Park,32
NO2,Kaluthara,2014,OCT,Palathota Junction,14
NO2,Kaluthara,2014,OCT,Nagoda Junction,26
NO2,Kaluthara,2014,OCT,Katukurunda Junction,19
NO2,Kaluthara,2014,OCT,Kaluthara Urban Council,35
NO2,Kaluthara,2014,OCT,Kaluthara District Average,28
NO2,Kaluthara,2014,NOV,Aluthgama,21
NO2,Kaluthara,2014,NOV,Kaluthara Bodiya Car Park,13
NO2,Kaluthara,2014,NOV,Palathota Junction,20
NO2,Kaluthara,2014,NOV,Nagoda Junction,54
NO2,Kaluthara,2014,NOV,Katukurunda Junction,34
NO2,Kaluthara,2014,NOV,Kaluthara Urban Council,47
NO2,Kaluthara,2014,NOV,Kaluthara District Average,42
NO2,Kaluthara,2014,DEC,Aluthgama,25
NO2,Kaluthara,2014,DEC,Kaluthara Bodiya Car Park,15
NO2,Kaluthara,2014,DEC,Palathota Junction,23
NO2,Kaluthara,2014,DEC,Nagoda Junction,62
NO2,Kaluthara,2014,DEC,Katukurunda Junction,39
NO2,Kaluthara,2014,DEC,Kaluthara Urban Council,54
NO2,Kaluthara,2014,DEC,Kaluthara District Average,48
NO2,Kaluthara,2015,AVG,Aluthgama,17
NO2,Kaluthara,2015,AVG,Kaluthara Bodiya Car Park,24
NO2,Kaluthara,2015,AVG,Palathota Junction,20
NO2,Kaluthara,2015,AVG,Nagoda Junction,35
NO2,Kaluthara,2015,AVG,Katukurunda Junction,28
NO2,Kaluthara,2015,AVG,Kaluthara Urban Council,42
NO2,Kaluthara,2015,AVG,Kaluthara District Average,38
NO2,Kaluthara,2015,JAN,Aluthgama,15
NO2,Kaluthara,2015,JAN,Kaluthara Bodiya Car Park,41
NO2,Kaluthara,2015,JAN,Palathota Junction,8
NO2,Kaluthara,2015,JAN,Nagoda Junction,32
NO2,Kaluthara,2015,JAN,Katukurunda Junction,21
NO2,Kaluthara,2015,JAN,Kaluthara Urban Council,32
NO2,Kaluthara,2015,JAN,Kaluthara District Average,20
NO2,Kaluthara,2015,FEB,Aluthgama,32
NO2,Kaluthara,2015,FEB,Kaluthara Bodiya Car Park,33
NO2,Kaluthara,2015,FEB,Palathota Junction,11
NO2,Kaluthara,2015,FEB,Nagoda Junction,38
NO2,Kaluthara,2015,FEB,Katukurunda Junction,32
NO2,Kaluthara,2015,FEB,Kaluthara Urban Council,21
NO2,Kaluthara,2015,FEB,Kaluthara District Average,30
NO2,Kaluthara,2015,MAR,Aluthgama,18
NO2,Kaluthara,2015,MAR,Kaluthara Bodiya Car Park,45
NO2,Kaluthara,2015,MAR,Palathota Junction,17
NO2,Kaluthara,2015,MAR,Nagoda Junction,45
NO2,Kaluthara,2015,MAR,Katukurunda Junction,32
NO2,Kaluthara,2015,MAR,Kaluthara Urban Council,40
NO2,Kaluthara,2015,MAR,Kaluthara District Average,42
NO2,Kaluthara,2015,APR,Aluthgama,16
NO2,Kaluthara,2015,APR,Kaluthara Bodiya Car Park,33
NO2,Kaluthara,2015,APR,Palathota Junction,18
NO2,Kaluthara,2015,APR,Nagoda Junction,37
NO2,Kaluthara,2015,APR,Katukurunda Junction,22
NO2,Kaluthara,2015,APR,Kaluthara Urban Council,38
NO2,Kaluthara,2015,APR,Kaluthara District Average,33
NO2,Kaluthara,2015,MAY,Aluthgama,14
NO2,Kaluthara,2015,MAY,Kaluthara Bodiya Car Park,17
NO2,Kaluthara,2015,MAY,Palathota Junction,12
NO2,Kaluthara,2015,MAY,Nagoda Junction,33
NO2,Kaluthara,2015,MAY,Katukurunda Junction,24
NO2,Kaluthara,2015,MAY,Kaluthara Urban Council,46
NO2,Kaluthara,2015,MAY,Kaluthara District Average,32
NO2,Kaluthara,2015,JUN,Aluthgama,11
NO2,Kaluthara,2015,JUN,Kaluthara Bodiya Car Park,22
NO2,Kaluthara,2015,JUN,Palathota Junction,15
NO2,Kaluthara,2015,JUN,Nagoda Junction,31
NO2,Kaluthara,2015,JUN,Katukurunda Junction,23
NO2,Kaluthara,2015,JUN,Kaluthara Urban Council,36
NO2,Kaluthara,2015,JUN,Kaluthara District Average,46
NO2,Kaluthara,2015,AUG,Aluthgama,9
NO2,Kaluthara,2015,AUG,Kaluthara Bodiya Car Park,27
NO2,Kaluthara,2015,AUG,Palathota Junction,14
NO2,Kaluthara,2015,AUG,Nagoda Junction,33
NO2,Kaluthara,2015,AUG,Katukurunda Junction,20
NO2,Kaluthara,2015,AUG,Kaluthara Urban Council,33
NO2,Kaluthara,2015,AUG,Kaluthara District Average,23
NO2,Kaluthara,2015,SEP,Aluthgama,14
NO2,Kaluthara,2015,SEP,Kaluthara Bodiya Car Park,34
NO2,Kaluthara,2015,SEP,Palathota Junction,17
NO2,Kaluthara,2015,SEP,Nagoda Junction,33
NO2,Kaluthara,2015,SEP,Katukurunda Junction,25
NO2,Kaluthara,2015,SEP,Kaluthara Urban Council,40
NO2,Kaluthara,2015,SEP,Kaluthara District Average,21
NO2,Kaluthara,2015,OCT,Aluthgama,17
NO2,Kaluthara,2015,OCT,Kaluthara Bodiya Car Park,38
NO2,Kaluthara,2015,OCT,Palathota Junction,19
NO2,Kaluthara,2015,OCT,Nagoda Junction,38
NO2,Kaluthara,2015,OCT,Katukurunda Junction,29
NO2,Kaluthara,2015,OCT,Kaluthara Urban Council,40
NO2,Kaluthara,2015,OCT,Kaluthara District Average,16
NO2,Kaluthara,2015,NOV,Aluthgama,14
NO2,Kaluthara,2015,NOV,Kaluthara Bodiya Car Park,27
NO2,Kaluthara,2015,NOV,Palathota Junction,14
NO2,Kaluthara,2015,NOV,Nagoda Junction,27
NO2,Kaluthara,2015,NOV,Katukurunda Junction,20
NO2,Kaluthara,2015,NOV,Kaluthara Urban Council,29
NO2,Kaluthara,2015,NOV,Kaluthara District Average,12
NO2,Kaluthara,2015,DEC,Aluthgama,24
NO2,Kaluthara,2015,DEC,Kaluthara Bodiya Car Park,42
NO2,Kaluthara,2015,DEC,Palathota Junction,21
NO2,Kaluthara,2015,DEC,Nagoda Junction,46
NO2,Kaluthara,2015,DEC,Katukurunda Junction,30
NO2,Kaluthara,2015,DEC,Kaluthara Urban Council,38
NO2,Kaluthara,2015,DEC,Kaluthara District Average,29
NO2,Kaluthara,2016,AVG,Aluthgama,16
NO2,Kaluthara,2016,AVG,Kaluthara Bodiya Car Park,33
NO2,Kaluthara,2016,AVG,Palathota Junction,15
NO2,Kaluthara,2016,AVG,Nagoda Junction,36
NO2,Kaluthara,2016,AVG,Katukurunda Junction,25
NO2,Kaluthara,2016,AVG,Kaluthara Urban Council,36
NO2,Kaluthara,2016,AVG,Kaluthara District Average,28
NO2,Kaluthara,2016,JAN,Aluthgama,34
NO2,Kaluthara,2016,JAN,Kaluthara Bodiya Car Park,45
NO2,Kaluthara,2016,JAN,Palathota Junction,20
NO2,Kaluthara,2016,JAN,Nagoda Junction,48
NO2,Kaluthara,2016,JAN,Katukurunda Junction,40
NO2,Kaluthara,2016,JAN,Kaluthara Urban Council,43
NO2,Kaluthara,2016,JAN,Kaluthara District Average,41
NO2,Kaluthara,2016,FEB,Aluthgama,26
NO2,Kaluthara,2016,FEB,Kaluthara Bodiya Car Park,44
NO2,Kaluthara,2016,FEB,Palathota Junction,23
NO2,Kaluthara,2016,FEB,Nagoda Junction,49
NO2,Kaluthara,2016,FEB,Katukurunda Junction,46
NO2,Kaluthara,2016,FEB,Kaluthara Urban Council,46
NO2,Kaluthara,2016,FEB,Kaluthara District Average,41
NO2,Kaluthara,2016,MAR,Aluthgama,19
NO2,Kaluthara,2016,MAR,Kaluthara Bodiya Car Park,42
NO2,Kaluthara,2016,MAR,Palathota Junction,14
NO2,Kaluthara,2016,MAR,Nagoda Junction,31
NO2,Kaluthara,2016,MAR,Katukurunda Junction,47
NO2,Kaluthara,2016,MAR,Kaluthara Urban Council,40
NO2,Kaluthara,2016,MAR,Kaluthara District Average,38
NO2,Kaluthara,2016,APR,Aluthgama,17
NO2,Kaluthara,2016,APR,Kaluthara Bodiya Car Park,38
NO2,Kaluthara,2016,APR,Palathota Junction,17
NO2,Kaluthara,2016,APR,Nagoda Junction,29
NO2,Kaluthara,2016,APR,Katukurunda Junction,48
NO2,Kaluthara,2016,APR,Kaluthara Urban Council,40
NO2,Kaluthara,2016,APR,Kaluthara District Average,30
NO2,Kaluthara,2016,MAY,Aluthgama,14
NO2,Kaluthara,2016,MAY,Kaluthara Bodiya Car Park,17
NO2,Kaluthara,2016,MAY,Palathota Junction,9
NO2,Kaluthara,2016,MAY,Nagoda Junction,37
NO2,Kaluthara,2016,MAY,Katukurunda Junction,27
NO2,Kaluthara,2016,MAY,Kaluthara Urban Council,39
NO2,Kaluthara,2016,MAY,Kaluthara District Average,34
NO2,Kaluthara,2016,JUN,Aluthgama,14
NO2,Kaluthara,2016,JUN,Kaluthara Bodiya Car Park,28
NO2,Kaluthara,2016,JUN,Palathota Junction,17
NO2,Kaluthara,2016,JUN,Nagoda Junction,33
NO2,Kaluthara,2016,JUN,Katukurunda Junction,32
NO2,Kaluthara,2016,JUN,Kaluthara Urban Council,37
NO2,Kaluthara,2016,JUN,Kaluthara District Average,32
NO2,Kaluthara,2016,AUG,Aluthgama,12
NO2,Kaluthara,2016,AUG,Kaluthara Bodiya Car Park,34
NO2,Kaluthara,2016,AUG,Palathota Junction,22
NO2,Kaluthara,2016,AUG,Nagoda Junction,37
NO2,Kaluthara,2016,AUG,Katukurunda Junction,25
NO2,Kaluthara,2016,AUG,Kaluthara Urban Council,37
NO2,Kaluthara,2016,AUG,Kaluthara District Average,32
NO2,Kaluthara,2016,SEP,Aluthgama,13
NO2,Kaluthara,2016,SEP,Kaluthara Bodiya Car Park,31
NO2,Kaluthara,2016,SEP,Palathota Junction,27
NO2,Kaluthara,2016,SEP,Nagoda Junction,31
NO2,Kaluthara,2016,SEP,Katukurunda Junction,20
NO2,Kaluthara,2016,SEP,Kaluthara Urban Council,35
NO2,Kaluthara,2016,SEP,Kaluthara District Average,28
NO2,Kaluthara,2016,OCT,Aluthgama,16
NO2,Kaluthara,2016,OCT,Kaluthara Bodiya Car Park,33
NO2,Kaluthara,2016,OCT,Palathota Junction,12
NO2,Kaluthara,2016,OCT,Nagoda Junction,39
NO2,Kaluthara,2016,OCT,Katukurunda Junction,23
NO2,Kaluthara,2016,OCT,Kaluthara Urban Council,38
NO2,Kaluthara,2016,OCT,Kaluthara District Average,30
NO2,Kaluthara,2016,NOV,Aluthgama,19
NO2,Kaluthara,2016,NOV,Kaluthara Bodiya Car Park,38
NO2,Kaluthara,2016,NOV,Palathota Junction,15
NO2,Kaluthara,2016,NOV,Nagoda Junction,39
NO2,Kaluthara,2016,NOV,Katukurunda Junction,27
NO2,Kaluthara,2016,NOV,Kaluthara Urban Council,39
NO2,Kaluthara,2016,NOV,Kaluthara District Average,33
NO2,Kaluthara,2016,DEC,Aluthgama,27
NO2,Kaluthara,2016,DEC,Kaluthara Bodiya Car Park,48
NO2,Kaluthara,2016,DEC,Palathota Junction,31
NO2,Kaluthara,2016,DEC,Nagoda Junction,40
NO2,Kaluthara,2016,DEC,Katukurunda Junction,37
NO2,Kaluthara,2016,DEC,Kaluthara Urban Council,46
NO2,Kaluthara,2016,DEC,Kaluthara District Average,33
NO2,Kaluthara,2017,AVG,Aluthgama,18
NO2,Kaluthara,2017,AVG,Kaluthara Bodiya Car Park,36
NO2,Kaluthara,2017,AVG,Palathota Junction,19
NO2,Kaluthara,2017,AVG,Nagoda Junction,36
NO2,Kaluthara,2017,AVG,Katukurunda Junction,33
NO2,Kaluthara,2017,AVG,Kaluthara Urban Council,40
NO2,Kaluthara,2017,AVG,Kaluthara District Average,33
NO2,Galle,,JAN,Richmond Hill Road,38
NO2,Galle,,JAN,Havelock Place,21
NO2,Galle,,JAN,Galle Bus Stand,101
NO2,Galle,,JAN,Galle Fort,32
NO2,Galle,,JAN,Talbot Town,28
NO2,Galle,,JAN,Bandaranayaka Pedesage,40
NO2,Galle,,JAN,Galle District Average,43
NO2,Galle,,FEB,Richmond Hill Road,56
NO2,Galle,,FEB,Havelock Place,23
NO2,Galle,,FEB,Galle Bus Stand,115
NO2,Galle,,FEB,Galle Fort,42
NO2,Galle,,FEB,Talbot Town,48
NO2,Galle,,FEB,Bandaranayaka Pedesage,48
NO2,Galle,,FEB,Galle District Average,55
NO2,Galle,,MAR,Richmond Hill Road,42
NO2,Galle,,MAR,Havelock Place,19
NO2,Galle,,MAR,Galle Bus Stand,80
NO2,Galle,,MAR,Galle Fort,29
NO2,Galle,,MAR,Talbot Town,43
NO2,Galle,,MAR,Bandaranayaka Pedesage,39
NO2,Galle,,MAR,Galle District Average,42
NO2,Galle,,APR,Richmond Hill Road,44
NO2,Galle,,APR,Havelock Place,30
NO2,Galle,,APR,Galle Bus Stand,51
NO2,Galle,,APR,Galle Fort,18
NO2,Galle,,APR,Talbot Town,51
NO2,Galle,,APR,Bandaranayaka Pedesage,24
NO2,Galle,,APR,Galle District Average,36
NO2,Galle,,MAY,Richmond Hill Road,46
NO2,Galle,,MAY,Havelock Place,29
NO2,Galle,,MAY,Galle Bus Stand,76
NO2,Galle,,MAY,Galle Fort,26
NO2,Galle,,MAY,Talbot Town,41
NO2,Galle,,MAY,Bandaranayaka Pedesage,36
NO2,Galle,,MAY,Galle District Average,42
NO2,Galle,,JUN,Richmond Hill Road,40
NO2,Galle,,JUN,Havelock Place,35
NO2,Galle,,JUN,Galle Bus Stand,55
NO2,Galle,,JUN,Galle Fort,25
NO2,Galle,,JUN,Talbot Town,57
NO2,Galle,,JUN,Bandaranayaka Pedesage,46
NO2,Galle,,JUN,Galle District Average,43
NO2,Galle,,AUG,Richmond Hill Road,45
NO2,Galle,,AUG,Havelock Place,33
NO2,Galle,,AUG,Galle Bus Stand,53
NO2,Galle,,AUG,Galle Fort,22
NO2,Galle,,AUG,Talbot Town,31
NO2,Galle,,AUG,Bandaranayaka Pedesage,41
NO2,Galle,,AUG,Galle District Average,38
NO2,Galle,,SEP,Richmond Hill Road,41
NO2,Galle,,SEP,Havelock Place,28
NO2,Galle,,SEP,Galle Bus Stand,40
NO2,Galle,,SEP,Galle Fort,16
NO2,Galle,,SEP,Talbot Town,31
NO2,Galle,,SEP,Bandaranayaka Pedesage,29
NO2,Galle,,SEP,Galle District Average,31
NO2,Galle,,OCT,Richmond Hill Road,44
NO2,Galle,,OCT,Havelock Place,27
NO2,Galle,,OCT,Galle Bus Stand,91
NO2,Galle,,OCT,Galle Fort,14
NO2,Galle,,OCT,Talbot Town,26
NO2,Galle,,OCT,Bandaranayaka Pedesage,21
NO2,Galle,,OCT,Galle District Average,37
NO2,Galle,,NOV,Richmond Hill Road,90
NO2,Galle,,NOV,Havelock Place,50
NO2,Galle,,NOV,Galle Bus Stand,63
NO2,Galle,,NOV,Galle Fort,37
NO2,Galle,,NOV,Talbot Town,59
NO2,Galle,,NOV,Bandaranayaka Pedesage,35
NO2,Galle,,NOV,Galle District Average,56
NO2,Galle,,DEC,Richmond Hill Road,65
NO2,Galle,,DEC,Havelock Place,50
NO2,Galle,,DEC,Galle Bus Stand,92
NO2,Galle,,DEC,Galle Fort,12
NO2,Galle,,DEC,Talbot Town,23
NO2,Galle,,DEC,Bandaranayaka Pedesage,19
NO2,Galle,,DEC,Galle District Average,44
NO2,Galle,2013,AVG,Richmond Hill Road,49
NO2,Galle,2013,AVG,Havelock Place,32
NO2,Galle,2013,AVG,Galle Bus Stand,73
NO2,Galle,2013,AVG,Galle Fort,24
NO2,Galle,2013,AVG,Talbot Town,40
NO2,Galle,2013,AVG,Bandaranayaka Pedesage,33
NO2,Galle,2013,AVG,Galle District Average,42
NO2,Galle,2013,JAN,Richmond Hill Road,66
NO2,Galle,2013,JAN,Havelock Place,52
NO2,Galle,2013,JAN,Galle Bus Stand,89
NO2,Galle,2013,JAN,Galle Fort,22
NO2,Galle,2013,JAN,Talbot Town,28
NO2,Galle,2013,JAN,Bandaranayaka Pedesage,25
NO2,Galle,2013,JAN,Galle District Average,47
NO2,Galle,2013,FEB,Richmond Hill Road,103
NO2,Galle,2013,FEB,Havelock Place,79
NO2,Galle,2013,FEB,Galle Bus Stand,104
NO2,Galle,2013,FEB,Galle Fort,48
NO2,Galle,2013,FEB,Talbot Town,61
NO2,Galle,2013,FEB,Bandaranayaka Pedesage,53
NO2,Galle,2013,FEB,Galle District Average,75
NO2,Galle,2013,MAR,Richmond Hill Road,66
NO2,Galle,2013,MAR,Havelock Place,56
NO2,Galle,2013,MAR,Galle Bus Stand,87
NO2,Galle,2013,MAR,Galle Fort,46
NO2,Galle,2013,MAR,Talbot Town,48
NO2,Galle,2013,MAR,Bandaranayaka Pedesage,55
NO2,Galle,2013,MAR,Galle District Average,60
NO2,Galle,2013,APR,Richmond Hill Road,66
NO2,Galle,2013,APR,Havelock Place,52
NO2,Galle,2013,APR,Galle Bus Stand,89
NO2,Galle,2013,APR,Galle Fort,22
NO2,Galle,2013,APR,Talbot Town,28
NO2,Galle,2013,APR,Bandaranayaka Pedesage,25
NO2,Galle,2013,APR,Galle District Average,47
NO2,Galle,2013,MAY,Richmond Hill Road,50
NO2,Galle,2013,MAY,Havelock Place,41
NO2,Galle,2013,MAY,Galle Bus Stand,64
NO2,Galle,2013,MAY,Galle Fort,25
NO2,Galle,2013,MAY,Talbot Town,31
NO2,Galle,2013,MAY,Bandaranayaka Pedesage,27
NO2,Galle,2013,MAY,Galle District Average,40
NO2,Galle,2013,JUN,Richmond Hill Road,63
NO2,Galle,2013,JUN,Havelock Place,51
NO2,Galle,2013,JUN,Galle Bus Stand,81
NO2,Galle,2013,JUN,Galle Fort,33
NO2,Galle,2013,JUN,Talbot Town,38
NO2,Galle,2013,JUN,Bandaranayaka Pedesage,34
NO2,Galle,2013,JUN,Galle District Average,50
NO2,Galle,2013,AUG,Richmond Hill Road,59
NO2,Galle,2013,AUG,Havelock Place,56
NO2,Galle,2013,AUG,Galle Bus Stand,76
NO2,Galle,2013,AUG,Galle Fort,42
NO2,Galle,2013,AUG,Talbot Town,48
NO2,Galle,2013,AUG,Bandaranayaka Pedesage,45
NO2,Galle,2013,AUG,Galle District Average,54
NO2,Galle,2013,SEP,Richmond Hill Road,18
NO2,Galle,2013,SEP,Havelock Place,39
NO2,Galle,2013,SEP,Galle Bus Stand,27
NO2,Galle,2013,SEP,Galle Fort,11
NO2,Galle,2013,SEP,Talbot Town,15
NO2,Galle,2013,SEP,Bandaranayaka Pedesage,17
NO2,Galle,2013,SEP,Galle District Average,21
NO2,Galle,2013,OCT,Richmond Hill Road,17
NO2,Galle,2013,OCT,Havelock Place,23
NO2,Galle,2013,OCT,Galle Bus Stand,38
NO2,Galle,2013,OCT,Galle Fort,12
NO2,Galle,2013,OCT,Talbot Town,12
NO2,Galle,2013,OCT,Bandaranayaka Pedesage,14
NO2,Galle,2013,OCT,Galle District Average,19
NO2,Galle,2013,NOV,Richmond Hill Road,31
NO2,Galle,2013,NOV,Havelock Place,33
NO2,Galle,2013,NOV,Galle Bus Stand,43
NO2,Galle,2013,NOV,Galle Fort,21
NO2,Galle,2013,NOV,Talbot Town,19
NO2,Galle,2013,NOV,Bandaranayaka Pedesage,26
NO2,Galle,2013,NOV,Galle District Average,29
NO2,Galle,2013,DEC,Richmond Hill Road,26
NO2,Galle,2013,DEC,Havelock Place,52
NO2,Galle,2013,DEC,Galle Bus Stand,53
NO2,Galle,2013,DEC,Galle Fort,17
NO2,Galle,2013,DEC,Talbot Town,15
NO2,Galle,2013,DEC,Bandaranayaka Pedesage,22
NO2,Galle,2013,DEC,Galle District Average,31
NO2,Galle,2014,AVG,Richmond Hill Road,52
NO2,Galle,2014,AVG,Havelock Place,49
NO2,Galle,2014,AVG,Galle Bus Stand,69
NO2,Galle,2014,AVG,Galle Fort,28
NO2,Galle,2014,AVG,Talbot Town,31
NO2,Galle,2014,AVG,Bandaranayaka Pedesage,31
NO2,Galle,2014,AVG,Galle District Average,43
NO2,Galle,2014,JAN,Richmond Hill Road,29
NO2,Galle,2014,JAN,Havelock Place,30
NO2,Galle,2014,JAN,Galle Bus Stand,38
NO2,Galle,2014,JAN,Galle Fort,18
NO2,Galle,2014,JAN,Talbot Town,17
NO2,Galle,2014,JAN,Bandaranayaka Pedesage,18
NO2,Galle,2014,JAN,Galle District Average,25
NO2,Galle,2014,FEB,Richmond Hill Road,27
NO2,Galle,2014,FEB,Havelock Place,28
NO2,Galle,2014,FEB,Galle Bus Stand,35
NO2,Galle,2014,FEB,Galle Fort,17
NO2,Galle,2014,FEB,Talbot Town,15
NO2,Galle,2014,FEB,Bandaranayaka Pedesage,17
NO2,Galle,2014,FEB,Galle District Average,23
NO2,Galle,2014,MAY,Richmond Hill Road,13
NO2,Galle,2014,MAY,Havelock Place,42
NO2,Galle,2014,MAY,Galle Bus Stand,25
NO2,Galle,2014,MAY,Galle Fort,17
NO2,Galle,2014,MAY,Talbot Town,8
NO2,Galle,2014,MAY,Bandaranayaka Pedesage,15
NO2,Galle,2014,MAY,Galle District Average,20
NO2,Galle,2014,JUN,Richmond Hill Road,12
NO2,Galle,2014,JUN,Havelock Place,38
